Sofware o fuente;Area de identificacion;Modulo(QUERY);Nombre Query;Modulo(TABLA);Tabla;Nombre tecnico;Nombre completo;Nombre dato;Definición;Tipo de Dato:;Valor Máximo Permitido:;valores permitidos;tipo de ingreso del dato ;Encargado
Sap hana;Facturacion;Socio De Negocios;Nombre de dirección;Vacio;CRD1;Address;CRD1.Address;vacio;"Identificador de la direccion ""Bill to"" ""Ship to""";Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Ciudad;Vacio;CRD1;City;CRD1.City;vacio;Ciudad de residencia SN;Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;País;Vacio;CRD1;Country;CRD1.Country;vacio;Pais de residencia SN;Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Estado;Vacio;CRD1;State;CRD1.State;vacio;Municipio de residencia SN;Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Calle;Vacio;CRD1;Street;CRD1.Street;vacio;Direccion de residencia SN;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Municipio;Vacio;CRD1;U_Municipio;CRD1.U_Municipio;vacio;Municipio DIAN de residencia SN;Combo;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;DocEntry;Vacio;@OK1_FE_RES_FIS_SN;DocEntry;@OK1_FE_RES_FIS_SN.DocEntry;vacio;Codigo Entrada de documento unico para las responsabilidades fiscales;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Codigo SN;Vacio;@OK1_FE_RES_FIS_SN;U_CardCode;@OK1_FE_RES_FIS_SN.U_CardCode;vacio;Codigo del SN asociado a las responsabilidades fiscales;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Nombre SN;Vacio;@OK1_FE_RES_FIS_SN;U_CardName;@OK1_FE_RES_FIS_SN.U_CardName;vacio;Nombre del SN asociado a las responsabilidades fiscales;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Codigo Res. fiscal;Vacio;@OK1_FE_RES_FIS_SN_L;U_codeResFis;@OK1_FE_RES_FIS_SN_L.U_codeResFis;vacio;Codigo Res. Fiscal asignado al SN;Combo;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Descripcion Res. Fiscal;Vacio;@OK1_FE_RES_FIS_SN_L;U_descResFis;@OK1_FE_RES_FIS_SN_L.U_descResFis;vacio;Descripcion Res. Fiscal asignado al SN;Combo;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Socio De Negocios;Linea numero;Vacio;@OK1_FE_RES_FIS_SN_L;U_lineNum;@OK1_FE_RES_FIS_SN_L.U_lineNum;vacio;Linea numero según el numero de responsabiidades que tenga en el RUT;Numérico;2147483647;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Fecha de vencimiento;Vacio;OJDT;DueDate;OJDT.DueDate;vacio;Fecha de vencimiento del asiento de diario aplicable a facturas de exequial;Fecha;0;Fecha;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Comentarios;Vacio;OJDT;Memo;OJDT.Memo;vacio;Comentarios del asiento ar diario aplicable e facturas ar exequial;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Referencia 1;Vacio;OJDT;Ref1;OJDT.Ref1;vacio;Referencia 1 del asiento Referencia diario ;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Referencia 2;Vacio;OJDT;Ref2;OJDT.Ref2;vacio;Referencia 2 del asiento Referencia diario;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Referencia 3;Vacio;OJDT;Ref3;OJDT.Ref3;vacio;Referencia 3 del asiento Referencia diario;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Fecha de contabilización;Vacio;OJDT;RefDate;OJDT.RefDate;vacio;Fecha de contabilizacion o dia de creacion del asiento contable ;Fecha;0;Fecha;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Fecha de documento;Vacio;OJDT;TaxDate;OJDT.TaxDate;vacio;Fecha de documento del asiento de diario aplicable a facturas de exequial;Fecha;0;Fecha;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Código de transacción;Vacio;OJDT;TransCode;OJDT.TransCode;vacio;Código de transacción del asiento contable ='OKEX' ;Combo;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Número de operación;Vacio;OJDT;TransId;OJDT.TransId;vacio;Numero unico del asiento contable;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Número Contrato;Vacio;OJDT;U_contra;OJDT.U_contra;vacio;DocEntry asociado a la factura de exequial;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Convenio;Vacio;OJDT;U_conve;OJDT.U_conve;vacio;Convenio asociado a la factura de exequial;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Id. Proceso Facturación (Usuario/Fecha/Hora);Vacio;OJDT;U_idProcFact;OJDT.U_idProcFact;vacio;Codigo de identificacion del proceso;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Número de Factura;Vacio;OJDT;U_nFact;OJDT.U_nFact;vacio;Numero de factura que se genera al cliente o contrato;Numérico;2147483647;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Consecutivo Facturación;Vacio;OJDT;U_nFactExe;OJDT.U_nFactExe;vacio;Consecutivo Facturación asignado para facturas de exequial;Numérico;2147483647;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Registro Factura Electrónica;Vacio;OJDT;U_regFacElectronica;OJDT.U_regFacElectronica;vacio;Distintivo para identificar si es o no, documento electronico ;Combo;0;Texto;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Registro en el Diario;Responsable;Vacio;OJDT;U_respon;OJDT.U_respon;vacio;Responsabilidad de facturacion asociado al DocEntry o Convenio;Texto;0;Texto;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Código de cliente/proveedor;Vacio;OINV;CardCode;OINV.CardCode;vacio;Numero de identificacion cliente ;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Nombre de cliente/proveedor;Vacio;OINV;CardName;OINV.CardName;vacio;Nombre o razon social del cliente ;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Comentarios;Vacio;OINV;Comments;OINV.Comments;vacio;Descripcion detallada de la factura de venta;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Cuenta asociada;Vacio;OINV;CtlAccount;OINV.CtlAccount;vacio;Cuenta por cobrar contable ;Combo;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Fecha de contabilización;Vacio;OINV;DocDate;OINV.DocDate;vacio;Fecha de contabilización;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Fecha de vencimiento;Vacio;OINV;DocDueDate;OINV.DocDueDate;vacio;Fecha de vencimiento de la Factura;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Número de documento;Vacio;OINV;DocNum;OINV.DocNum;vacio;Consecutivo de facturacion ;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Status de documento;Vacio;OINV;DocStatus;OINV.DocStatus;vacio;"Estado del documento ""O"" Abieto ""C"" Cerrado";Texto;0;Texto;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Clase de documento;Vacio;OINV;DocType;OINV.DocType;vacio;"Clase de documento ""Articulo"" ""Servicio""";Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Número de referencia del SN;Vacio;OINV;NumAtCard;OINV.NumAtCard;vacio;Número de referencia (Orden de Compra u Orden de Servicio);Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Serie;Vacio;OINV;Series;OINV.Series;vacio;Prefijo asociado al consecutivo de la factura ;Combo;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Empleado del departamento de ventas;Vacio;OINV;SlpCode;OINV.SlpCode;vacio;Funcionario que realizar la venta ;Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Fecha de documento;Vacio;OINV;TaxDate;OINV.TaxDate;vacio;Fecha de documento;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Link FE;Vacio;OINV;U_addInFE_LinkFE;OINV.U_addInFE_LinkFE;vacio;Enlace Web generado para consultar la Factura Electronica;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Medio de Pago;Vacio;OINV;U_Cont_MePa;OINV.U_Cont_MePa;vacio;Medio de pago de la factura;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;CUFE/CUDE;Vacio;OINV;U_CUFE;OINV.U_CUFE;vacio;Condigo Unico de Facturacion Electronica Asignado por la DIAN;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Cédula Fallecido;Vacio;OINV;U_idFallec;OINV.U_idFallec;vacio;Documento de identificacion del fallecido;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Nombre Fallecido;Vacio;OINV;U_NomFallec;OINV.U_NomFallec;vacio;Nombre del fallecido;Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;IFRS;Vacio;OINV;U_OK1_IFRS;OINV.U_OK1_IFRS;vacio;"Clase documento ""L"" Local ""C"" Comun ""I"" IFRS";Combo;0;Texto;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Número solicitud SF;Vacio;OINV;U_OK1_SF_NSOL;OINV.U_OK1_SF_NSOL;vacio;Asociacion del numero del servicio funerario parte del cobro ;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Código de cuenta;Vacio;INV1;AcctCode;INV1.AcctCode;vacio;Cuenta mayor Plan de Cuentas;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Descuento % por línea;Vacio;INV1;DiscPrcnt;INV1.DiscPrcnt;vacio;Descuento % por línea;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Descripción artículo/serv.;Vacio;INV1;Dscription;INV1.Dscription;vacio;Descripción del servicio;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Total bruto;Vacio;INV1;GTotal;INV1.GTotal;vacio;Total bruto;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Número de artículo;Vacio;INV1;ItemCode;INV1.ItemCode;vacio;Número de artículo inventario;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Norma de reparto;Vacio;INV1;OcrCode;INV1.OcrCode;vacio;Centro de Costo;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Código del cálculo del costo 2;Vacio;INV1;OcrCode2;INV1.OcrCode2;vacio;Sub Centro de Costo;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Precio unitario;Vacio;INV1;PriceBefDi;INV1.PriceBefDi;vacio;Precio unitario;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Cantidad;Vacio;INV1;Quantity;INV1.Quantity;vacio;Cantidad;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Indicador de impuestos;Vacio;INV1;TaxCode;INV1.TaxCode;vacio;Indicador de impuesto de IVA ;Combo;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Impuesto total;Vacio;INV1;VatSum;INV1.VatSum;vacio;Total valor Calculado por el % de IVA;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion;Factura de Deudores;Sujeto a retención impto.;Vacio;INV1;WtLiable;INV1.WtLiable;vacio;"Sujeto a retención impuesto ""SI"" ""NO"" ";Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;CreateDate;Vacio;@OK1_EXE_CONTR_HEAD;CreateDate;@OK1_EXE_CONTR_HEAD.CreateDate;vacio;Fecha de creacion del contrato en SAP;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;DocEntry;Vacio;@OK1_EXE_CONTR_HEAD;DocEntry;@OK1_EXE_CONTR_HEAD.DocEntry;vacio;Numero identificador del contrato;Numérico;Indefinido;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Cen. de Costo Dim 1;Vacio;@OK1_EXE_CONTR_HEAD;U_cenCosto;@OK1_EXE_CONTR_HEAD.U_cenCosto;vacio;Centro de costo;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Cen. de Costo Dim 2;Vacio;@OK1_EXE_CONTR_HEAD;U_cenCosto1;@OK1_EXE_CONTR_HEAD.U_cenCosto1;vacio;Sub Centro de costo;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Contrato Anterior;Vacio;@OK1_EXE_CONTR_HEAD;U_ContAnte;@OK1_EXE_CONTR_HEAD.U_ContAnte;vacio;Contrato Anterior;Texto;Indefinido;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Contratante;Vacio;@OK1_EXE_CONTR_HEAD;U_contrant;@OK1_EXE_CONTR_HEAD.U_contrant;vacio;Numero de documento del contratante con el prefijo C;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Convenio;Vacio;@OK1_EXE_CONTR_HEAD;U_conve;@OK1_EXE_CONTR_HEAD.U_conve;vacio;Convenio del Contrato;Numérico;Indefinido;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Estado del Contrato;Vacio;@OK1_EXE_CONTR_HEAD;U_estado;@OK1_EXE_CONTR_HEAD.U_estado;vacio;Estado del contrato;Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Fecha Inicio;Vacio;@OK1_EXE_CONTR_HEAD;U_fecIn;@OK1_EXE_CONTR_HEAD.U_fecIn;vacio;Fecha Inicio vigencia del contrato;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Grupo;Vacio;@OK1_EXE_CONTR_HEAD;U_grupo;@OK1_EXE_CONTR_HEAD.U_grupo;vacio;Nombre Grupo;Combo;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Nombre del Contrante;Vacio;@OK1_EXE_CONTR_HEAD;U_ncontrat;@OK1_EXE_CONTR_HEAD.U_ncontrat;vacio;nombre y apellido del contratante;Texto;0;Texto;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Nombre Convenio;Vacio;@OK1_EXE_CONTR_HEAD;U_nomcon;@OK1_EXE_CONTR_HEAD.U_nomcon;vacio;Nombre del convenio empresarial al cual pertenece;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Nombre Grupo;Vacio;@OK1_EXE_CONTR_HEAD;U_nomgru;@OK1_EXE_CONTR_HEAD.U_nomgru;vacio;Nombre Grupo;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Nombre Plan;Vacio;@OK1_EXE_CONTR_HEAD;U_nompla;@OK1_EXE_CONTR_HEAD.U_nompla;vacio;Nombre del plan;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Nombre Sub UEN;Vacio;@OK1_EXE_CONTR_HEAD;U_nomsuen;@OK1_EXE_CONTR_HEAD.U_nomsuen;vacio;Nombre Sub UEN;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Nombre UEN;Vacio;@OK1_EXE_CONTR_HEAD;U_nomuen;@OK1_EXE_CONTR_HEAD.U_nomuen;vacio;Nombre de la unidad estratégica;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Nombre de Vendedor;Vacio;@OK1_EXE_CONTR_HEAD;U_nomVnd;@OK1_EXE_CONTR_HEAD.U_nomVnd;vacio;Asesor que vende el contrato;Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Numero Contrato;Vacio;@OK1_EXE_CONTR_HEAD;U_numcont;@OK1_EXE_CONTR_HEAD.U_numcont;vacio;Numero del contrato;Texto;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Observaciones;Vacio;@OK1_EXE_CONTR_HEAD;U_observ;@OK1_EXE_CONTR_HEAD.U_observ;vacio;Observaciones y/o Comentarios ;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Identid. Del Plan;Vacio;@OK1_EXE_CONTR_HEAD;U_plan;@OK1_EXE_CONTR_HEAD.U_plan;vacio;Identidad Del Plan;Combo;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Codigo PIN;Vacio;@OK1_EXE_CONTR_HEAD;U_R_CODREP;@OK1_EXE_CONTR_HEAD.U_R_CODREP;vacio;Numero con el que se identifica el cliente de policía para cobros;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Código Militar;Vacio;@OK1_EXE_CONTR_HEAD;U_R_CODMIL;@OK1_EXE_CONTR_HEAD.U_R_CODMIL;vacio;Código Militar Asociado del cliente ;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Fecha inicio facturación Escuela;Vacio;@OK1_EXE_CONTR_HEAD;U_R_FECINF;@OK1_EXE_CONTR_HEAD.U_R_FECINF;vacio;Fecha inicio facturación de contratos mientras el contratante era estudiante;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Fecha Crea Contrato;Vacio;@OK1_EXE_CONTR_HEAD;U_R_FECRCO;@OK1_EXE_CONTR_HEAD.U_R_FECRCO;vacio;Fecha en la que se realizo la venta;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Número Suscriptor;Vacio;@OK1_EXE_CONTR_HEAD;U_R_NUMSUS;@OK1_EXE_CONTR_HEAD.U_R_NUMSUS;vacio;Numero con el que se identifica el cliente de electrificadoras para cobros empresas de servicios publicos;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Responsable Facturacion;Vacio;@OK1_EXE_CONTR_HEAD;U_respon;@OK1_EXE_CONTR_HEAD.U_respon;vacio;Responsable del pago de la facturación;Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Sucursal;Vacio;@OK1_EXE_CONTR_HEAD;U_sucur;@OK1_EXE_CONTR_HEAD.U_sucur;vacio;Agencia a la que corresponde el contrato;Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;SubUnidad Estrategica Negocios;Vacio;@OK1_EXE_CONTR_HEAD;U_suen;@OK1_EXE_CONTR_HEAD.U_suen;vacio;SubUnidad Estrategica Negocios;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Tipo de Contrato;Vacio;@OK1_EXE_CONTR_HEAD;U_tipCont;@OK1_EXE_CONTR_HEAD.U_tipCont;vacio;Tipo de contrato (NUEVO, CAMBIO, RECUPERADO);Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Unidad Estrategica Negocios;Vacio;@OK1_EXE_CONTR_HEAD;U_uen;@OK1_EXE_CONTR_HEAD.U_uen;vacio;Unidad Estrategica Negocios;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Valor Mensual;Vacio;@OK1_EXE_CONTR_HEAD;U_valor;@OK1_EXE_CONTR_HEAD.U_valor;vacio;Valor del plan + beneficiarios con valor adicional;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Vendedor;Vacio;@OK1_EXE_CONTR_HEAD;U_vendedor;@OK1_EXE_CONTR_HEAD.U_vendedor;vacio;Codigo de vendedor del contrato;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;Valor Cuota Mensual;Vacio;@OK1_EXE_CONTR_HEAD;TotalCon;@OK1_EXE_CONTR_HEAD.TotalCon;vacio;Valor Mensual + seguros con valor adicional;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;% Descuento Administrativo;Vacio;@OK1_EXE_CONTR_HEAD;U_porDescA;@OK1_EXE_CONTR_HEAD.U_porDescA;vacio;% Descuento Administrativo;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE CONTRATO;% Gasto de Administración;Vacio;@OK1_EXE_CONTR_HEAD;U_porGstAd;@OK1_EXE_CONTR_HEAD.U_porGstAd;vacio;% Gasto de Administración;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;CreateDate;Vacio;@OK1_EXE_PRENE_HEAD;CreateDate;@OK1_EXE_PRENE_HEAD.CreateDate;vacio;Fecha de creacion del contrato en SAP;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;DocEntry;Vacio;@OK1_EXE_PRENE_HEAD;DocEntry;@OK1_EXE_PRENE_HEAD.DocEntry;vacio;Numero identificador del contrato;Numérico;0;Numérico;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Cen. de Costo Dim 1;Vacio;@OK1_EXE_PRENE_HEAD;U_cenCosto;@OK1_EXE_PRENE_HEAD.U_cenCosto;vacio;Centro de Costo;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Cen. de Costo Dim 2;Vacio;@OK1_EXE_PRENE_HEAD;U_cenCosto1;@OK1_EXE_PRENE_HEAD.U_cenCosto1;vacio;Sub Centro de Costo;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Clase Contrato;Vacio;@OK1_EXE_PRENE_HEAD;U_clscon;@OK1_EXE_PRENE_HEAD.U_clscon;vacio;Clase Contrato;Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Contrato Anterior;Vacio;@OK1_EXE_PRENE_HEAD;U_ContAnte;@OK1_EXE_PRENE_HEAD.U_ContAnte;vacio;Contrato Anterior;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Contratante;Vacio;@OK1_EXE_PRENE_HEAD;U_contrant;@OK1_EXE_PRENE_HEAD.U_contrant;vacio;Numero de documento del contratante con el prefijo C;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Convenio;Vacio;@OK1_EXE_PRENE_HEAD;U_conve;@OK1_EXE_PRENE_HEAD.U_conve;vacio;Convenio del Contrato;Numérico;Indefinido;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Cuota Inicial;Vacio;@OK1_EXE_PRENE_HEAD;U_cuotaIni;@OK1_EXE_PRENE_HEAD.U_cuotaIni;vacio;Cuota Inicial;Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Estado del Contrato;Vacio;@OK1_EXE_PRENE_HEAD;U_estado;@OK1_EXE_PRENE_HEAD.U_estado;vacio;Estado del Contrato;Texto;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Fecha Inicio;Vacio;@OK1_EXE_PRENE_HEAD;U_fecIn;@OK1_EXE_PRENE_HEAD.U_fecIn;vacio;Fecha Inicio de la vigencia ;Fecha;0;Fecha;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Forma de Pago;Vacio;@OK1_EXE_PRENE_HEAD;U_formPag;@OK1_EXE_PRENE_HEAD.U_formPag;vacio;Forma de Pago;Combo;0;Texto;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Forma de Pago;Vacio;@OK1_EXE_PRENE_HEAD;U_modPag;@OK1_EXE_PRENE_HEAD.U_modPag;vacio;Modalidad de Pago;Texto;0;Alfanumérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Nombre del Contrante;Vacio;@OK1_EXE_PRENE_HEAD;U_ncontrat;@OK1_EXE_PRENE_HEAD.U_ncontrat;vacio;nombre y apellido del contratante;Texto;0;Texto;Automático;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;# Cuotas;Vacio;@OK1_EXE_PRENE_HEAD;U_nCuotas;@OK1_EXE_PRENE_HEAD.U_nCuotas;vacio;Cuotas pactadas para el pago de la prencesidad;Numérico;0;Numérico;Humano;Robinson Ramirez Gerena
Sap hana;Facturacion/Cartera;EXE PRENECESIDAD;Nombre Convenio;Vacio;@OK1_EXE_PRENE_HEAD;U_nomcon;@OK1_EXE_PRENE_HEAD.U_nomcon;vacio;Nombre del convenio empresarial al cual pertenece;Texto;0;Alfanumérico;Automático;Robinson Ramirez Gerena
